公司代號,公司簡稱,公司名稱
4746,台耀,台耀化學股份有限公司
4755,三福化,三福化工股份有限公司
4763,材料,濟南大自然新材料股份有限公司
4764,雙鍵,雙鍵化工股份有限公司
4766,南寶,南寶樹脂化學工廠股份有限公司
4807,日成,日成控股股份有限公司
4904,遠傳,遠傳電信股份有限公司
4906,正文,正文科技股份有限公司
4912,聯德控股,聯德控股股份有限公司
4915,致伸,致伸科技股份有限公司
4916,事欣科,事欣科技股份有限公司
4919,新唐,新唐科技股份有限公司
4927,泰鼎,泰鼎國際股份有限公司
4930,燦星網,燦星網通股份有限公司
4934,太極,太極能源科技股份有限公司
4935,茂林,茂林光電科技(開曼)股份有限公司
4938,和碩,和碩聯合科技股份有限公司
4942,嘉彰,嘉彰股份有限公司
4943,康控,開曼康而富控股股份有限公司
4952,凌通,凌通科技股份有限公司
4956,光鋐,光鋐科技股份有限公司
4958,臻鼎,臻鼎科技控股股份有限公司
4960,誠美材,誠美材料科技股份有限公司
4961,天鈺,天鈺科技股份有限公司
4967,十銓,十銓科技股份有限公司
4968,立積,立積電子股份有限公司
4976,佳凌,佳凌科技股份有限公司
4977,眾達,眾達科技股份有限公司
4989,榮科,李長榮科技股份有限公司
4994,傳奇,傳奇網路遊戲股份有限公司
4999,鑫禾,鑫禾科技股份有限公司
5007,三星,三星科技股份有限公司
5203,訊連,訊連科技股份有限公司
5215,科嘉,科嘉(開曼)股份有限公司
5225,東科,東科控股股份有限公司
5234,達興材料,達興材料股份有限公司
5243,乙盛,乙盛精密工業股份有限公司
5258,虹堡,虹堡科技股份有限公司
5269,祥碩,祥碩科技股份有限公司
5283,禾聯碩,禾聯碩股份有限公司
5284,jpp,經寶精密控股股份有限公司
5285,界霖,界霖科技股份有限公司
5288,豐祥,開曼商豐祥控股股份有限公司
5388,中磊,中磊電子股份有限公司
5434,崇越,崇越科技股份有限公司
5469,瀚宇博,瀚宇博德股份有限公司
5471,松翰,松翰科技股份有限公司
5484,慧友,慧友電子股份有限公司
5515,建國,建國工程股份有限公司
5519,隆大,隆大營建事業股份有限公司
5521,工信,工信工程股份有限公司
5522,遠雄,遠雄建設事業股份有限公司
5525,順天,順天建設股份有限公司
5531,鄉林,鄉林建設事業股份有限公司
5533,皇鼎,皇鼎建設開發股份有限公司
5534,長虹,長虹建設股份有限公司
5538,東明,開曼東明控股股份有限公司
5546,永固,永固集團股份有限公司
5607,遠雄港,遠雄自貿港投資控股股份有限公司
5608,四維航,四維航業股份有限公司
5706,鳳凰,鳳凰國際旅行社股份有限公司
5871,中租,中租控股股份有限公司
5876,上海商銀,上海商業儲蓄銀行股份有限公司
5880,合庫金,合作金庫金融控股股份有限公司
5906,台南,台南生活(開曼)股份有限公司
5907,大洋,Grand Ocean RetailGroupLimited
6005,群益證,群益金鼎證券股份有限公司
6024,群益期,群益期貨股份有限公司
6108,競國,競國實業股份有限公司
6112,聚碩,聚碩科技股份有限公司
6115,鎰勝,鎰勝工業股份有限公司
6116,彩晶,瀚宇彩晶股份有限公司
6117,迎廣,迎廣科技股份有限公司
6120,達運,達運精密工業股份有限公司
6128,上福,上福全球科技股份有限公司
6131,鈞泰,鈞泰國際股份有限公司
6133,金橋,金橋科技股份有限公司
6136,富爾特,富爾特科技股份有限公司
6139,亞翔,亞翔工程股份有限公司
6141,柏承,柏承科技股份有限公司
6142,友勁,友勁科技股份有限公司
6152,百一,百一電子股份有限公司
6153,嘉聯益,嘉聯益科技股份有限公司
6155,鈞寶,鈞寶電子工業股份有限公司
6164,華興,華興電子工業股份有限公司
6165,浪凡,浪凡網路科技股份有限公司
6166,凌華,凌華科技股份有限公司
6168,宏齊,宏齊科技股份有限公司
6172,互億,互億科技股份有限公司
6176,瑞儀,瑞儀光電股份有限公司
6177,達麗,達麗建設事業股份有限公司
6183,關貿,關貿網路股份有限公司
6184,大豐電,大豐有線電視股份有限公司
6189,豐藝,豐藝電子股份有限公司
6191,精成科,精成科技股份有限公司
6192,巨路,巨路國際股份有限公司
6196,帆宣,帆宣系統科技股份有限公司
6197,佳必琪,佳必琪國際股份有限公司
6201,亞弘電,亞弘電科技股份有限公司
6202,盛群,盛群半導體股份有限公司
6205,詮欣,詮欣股份有限公司
6206,飛捷,飛捷科技股份有限公司
6209,今國光,今國光學工業股份有限公司
6213,聯茂,聯茂電子股份有限公司
6214,精誠,精誠資訊股份有限公司
6215,和椿,和椿科技股份有限公司
6216,居易,居易科技股份有限公司
6224,聚鼎,聚鼎科技股份有限公司
6225,天瀚,天瀚科技股份有限公司
6226,光鼎,光鼎電子股份有限公司
6230,尼得科超眾,尼得科超眾科技股份有限公司
6235,華孚,華孚科技股份有限公司
6239,力成,力成科技股份有限公司
6243,迅杰,迅杰科技股份有限公司
6251,定穎,定穎電子股份有限公司
6257,矽格,矽格股份有限公司
6269,台郡,台郡科技股份有限公司
6271,同欣電,同欣電子工業股份有限公司
6277,宏正,宏正自動科技股份有限公司
6278,台表科,台灣表面黏著科技股份有限公司
6281,全國電,全國電子股份有限公司
6282,康舒,康舒科技股份有限公司
6283,淳安,淳安電子股份有限公司
6285,啟碁,啟碁科技股份有限公司
6288,聯嘉,聯嘉光電股份有限公司
6289,華上,華上光電股份有限公司
6405,悅城,悅城科技股份有限公司
6409,旭隼,旭隼科技股份有限公司
6412,群電,群光電能科技股份有限公司
6414,樺漢,樺漢科技股份有限公司
6415,矽力,矽力杰股份有限公司
6416,瑞祺電通,瑞祺電通股份有限公司
6426,統新,統新光訊股份有限公司
6431,光麗,光麗光電科技股份有限公司
6438,迅得,迅得機械股份有限公司
6442,光聖,光紅建聖股份有限公司
6443,元晶,元晶太陽能科技股份有限公司
6449,鈺邦,鈺邦科技股份有限公司
6451,訊芯,訊芯科技控股股份有限公司
6456,GIS,GIS Holding Limited
6464,台數科,台灣數位光訊科技股份有限公司
6477,安集,安集科技股份有限公司
6491,晶碩,晶碩光學股份有限公司
6504,南六,南六企業股份有限公司
6505,台塑化,台塑石化股份有限公司
6515,穎崴,穎崴科技股份有限公司
6525,捷敏,捷敏股份有限公司
6531,愛普,愛普科技股份有限公司
6533,晶心科,晶心科技股份有限公司
6541,泰福,泰福生技股份有限公司
6552,易華電,易華電子股份有限公司
6558,興能高,興能高科技股份有限公司
6573,虹揚,虹揚發展科技股份有限公司
6579,研揚,研揚科技股份有限公司
6581,鋼聯,台灣鋼聯股份有限公司
6582,申豐,申豐特用應材股份有限公司
6591,動力,動力科技股份有限公司
6592,和潤企業,和潤企業股份有限公司
6598,ABC,Applied BioCode Corporation
6605,帝寶,帝寶工業股份有限公司
6625,必應,必應創造股份有限公司
6641,基士德,基士德科技股份有限公司
6655,科定,科定企業股份有限公司
6666,羅麗芬,羅麗芬控股股份有限公司
6668,中揚光,中揚光電股份有限公司
6669,緯穎,緯穎科技服務股份有限公司
6670,復盛應用,復盛應用科技股份有限公司
6671,三能,三能集團控股股份有限公司
6672,騰輝電子,騰輝電子國際集團股份有限公司
6674,鋐寶科技,鋐寶科技股份有限公司
6698,旭暉應材,旭暉應用材料股份有限公司
6706,惠特,惠特科技股份有限公司
6715,嘉基,嘉基科技股份有限公司
6743,安普新,安普新股份有限公司
6754,匯僑設計,匯僑室內裝修設計股份有限公司
6756,威鋒電子,威鋒電子股份有限公司
6768,志強,志強國際企業股份有限公司
6776,展碁國際,展碁國際股份有限公司
6781,AES,"AES Holding Co., Ltd."
8011,台通,台通光電股份有限公司
8016,矽創,矽創電子股份有限公司
8021,尖點,尖點科技股份有限公司
8028,昇陽半導體,昇陽國際半導體股份有限公司
8033,雷虎,雷虎科技股份有限公司
8039,台虹,台虹科技股份有限公司
8046,南電,南亞電路板股份有限公司
8070,長華*,長華電材股份有限公司
8072,陞泰,陞泰科技股份有限公司
8081,致新,致新科技股份有限公司
8101,華冠,華冠通訊股份有限公司
8103,瀚荃,瀚荃股份有限公司
8104,錸寶,錸寶科技股份有限公司
8105,凌巨,凌巨科技股份有限公司
8110,華東,華東科技股份有限公司
8112,至上,至上電子股份有限公司
8114,振樺電,振樺電子股份有限公司
8131,福懋科,福懋科技股份有限公司
8150,南茂,南茂科技股份有限公司
8163,達方,達方電子股份有限公司
8201,無敵,無敵科技股份有限公司
8210,勤誠,勤誠興業股份有限公司
8213,志超,志超科技股份有限公司
8215,明基材,明基材料股份有限公司
8222,寶一,寶一科技股份有限公司
8249,菱光,菱光科技股份有限公司
8261,富鼎,富鼎先進電子股份有限公司
8271,宇瞻,宇瞻科技股份有限公司
8341,日友,日友環保科技股份有限公司
8367,建新國際,建新國際股份有限公司
8374,羅昇,羅昇企業股份有限公司
8404,百和興業,百和興業股份有限公司(開曼)
8411,福貞,福貞控股股份有限公司
8422,可寧衛,可寧衛股份有限公司
8427,基勝,基勝（開曼）控股股份有限公司
8429,金麗,金麗集團控股有限公司
8442,威宏,威宏控股股份有限公司
8443,阿瘦,阿瘦實業股份有限公司
8454,富邦媒,富邦媒體科技股份有限公司
8462,柏文,柏文健康事業股份有限公司
8463,潤泰材,潤泰精密材料股份有限公司
8464,億豐,億豐綜合工業股份有限公司
8466,美吉吉,美吉吉國際股份有限公司
8467,波力,波力環球企業股份有限公司
8473,山林水,山林水環境工程股份有限公司
8478,東哥遊艇,東哥企業股份有限公司
8480,泰昇,泰昇國際(控股)有限公司
8481,政伸,政伸企業股份有限公司
8482,商億,商億全球控股有限公司
8488,吉源,吉源控股股份有限公司
8499,鼎炫,鼎炫投資控股股份有限公司
8926,台汽電,台灣汽電共生股份有限公司
8940,新天地,新天地國際實業股份有限公司
8996,高力,高力熱處理工業股份有限公司
9103,美德醫療-DR,美德向邦醫療國際股份有限公司
910322,康師傅-DR,康師傅控股有限公司
9105,泰金寶-DR,泰金寶科技股份有限公司
910861,神州-DR,神州數碼控股有限公司
9110,越南控-DR,越南製造加工出口控股有限公司
911608,明輝-DR,明輝環球企業有限公司
911616,杜康-DR,杜康控股有限公司
911622,泰聚亨-DR,聚亨企業集團(泰國)大眾有限公司
911868,同方友友-DR,同方友友控股有限公司
912000,晨訊科-DR,晨訊科技集團有限公司
912398,友佳-DR,友佳國際控股有限公司
9136,巨騰-DR,巨騰國際控股有限公司
9188,精熙-DR,精熙國際(開曼)有限公司
9802,鈺齊,鈺齊國際股份有限公司
9902,台火,台火開發股份有限公司
9904,寶成,寶成工業股份有限公司
9905,大華,大華金屬工業股份有限公司
9906,欣巴巴,欣巴巴事業股份有限公司
9907,統一實,統一實業股份有限公司
9908,大台北,大台北區瓦斯股份有限公司
9910,豐泰,豐泰企業股份有限公司
9911,櫻花,台灣櫻花股份有限公司
9912,偉聯,偉聯科技股份有限公司
9914,美利達,美利達工業股份有限公司
9917,中保科,中興保全科技股份有限公司
9918,欣天然,欣欣天然氣股份有限公司
9919,康那香,康那香企業股份有限公司
9921,巨大,巨大機械工業股份有限公司
9924,福興,台灣福興工業股份有限公司
9925,新保,台灣新光保全股份有限公司
9926,新海,新海瓦斯股份有限公司
9927,泰銘,泰銘實業股份有限公司
9928,中視,中國電視事業股份有限公司
9929,秋雨,秋雨創新股份有限公司
9930,中聯資源,中聯資源股份有限公司
9931,欣高,欣高石油氣股份有限公司
9933,中鼎,中鼎工程股份有限公司
9934,成霖,成霖企業股份有限公司
9935,慶豐富,慶豐富實業股份有限公司
9937,全國,全國加油站股份有限公司
9938,百和,台灣百和工業股份有限公司
9939,宏全,宏全國際股份有限公司
9940,信義,信義房屋股份有限公司
9941,裕融,裕融企業股份有限公司
9942,茂順,茂順密封元件科技股份有限公司
9943,好樂迪,好樂迪股份有限公司
9944,新麗,新麗企業股份有限公司
9945,潤泰新,潤泰創新國際股份有限公司
9946,三發地產,三發地產股份有限公司(原:金革)
9955,佳龍,佳龍科技工程股份有限公司
9958,世紀鋼,世紀鋼鐵結構股份有限公司
1240,茂生農經,
1258,其祥-KY,
1259,安心,
1264,德麥,
1268,漢來美食,
1336,台翰,
1565,精華,
1569,濱川,
1570,力肯,
1580,新麥,
1584,精剛,
1586,和勤,
1591,駿吉-KY,
1593,祺驊,
1595,川寶,
1599,宏佳騰,
1742,台蠟,
1752,南光,
1777,生泰,
1781,合世,
1784,訊聯,
1785,光洋科,
1788,杏昌,
1796,金穎生技,
1799,易威,
1813,寶利徠,
1815,富喬,
2035,唐榮,
2061,風青,
2063,世鎧,
2064,晉椿,
2065,世豐,
2066,世德,
2067,嘉鋼,
2070,精湛,
2221,大甲,
2230,泰茂,
2235,謚源,
2596,綠意,
2640,大車隊,
2641,正德,
2643,捷迅,
2718,晶悅,
2719,燦星旅,
2724,富驛-KY,
2726,雅茗-KY,
2729,瓦城,
2732,六角,
2734,易飛網,
2736,高野,
2740,天蔥,
2743,山富,
2745,五福,
2752,豆府,
2754,亞洲藏壽司,
2755,揚秦,
2916,滿心,
2924,東凌-KY,
2926,誠品生活,
2928,紅馬-KY,
2937,集雅社,
3064,泰偉,
3066,李洲,
3067,全域,
3071,協禧,
3073,天方能源,
3078,僑威,
3081,聯亞,
3083,網龍,
3085,新零售,
3086,華義,
3088,艾訊,
3089,元炬,
3093,港建,
3095,及成,
3105,穩懋,
3114,好德,
3115,寶島極,
3118,進階,
3122,笙泉,
3128,昇銳,
3131,弘塑,
3141,晶宏,
3144,新揚科,
3147,大綜,
3152,璟德,
3162,精確,
3163,波若威,
3169,亞信,
3171,新洲,
3176,基亞,
3178,公準,
3188,鑫龍騰,
3191,和進,
3202,樺晟,
3205,佰研,
3206,志豐,
3207,耀勝,
3211,順達,
3213,茂訊,
3217,優群,
3218,大學光,
3219,倚強科,
3221,台嘉碩,
3224,三顧,
3226,至寶電,
3227,原相,
3228,金麗科,
3230,錦明,
3232,昱捷,
3234,光環,
3236,千如,
3252,海灣,
3259,鑫創,
3260,威剛,
3264,欣銓,
3265,台星科,
3268,海德威,
3272,東碩,
3276,宇環,
3284,太普高,
3285,微端,
3287,廣寰科,
3288,點晶,
3289,宜特,
3290,東浦,
3293,鈊象,
3294,英濟,
3297,杭特,
3303,岱稜,
3306,鼎天,
3310,佳穎,
3313,斐成,
3317,尼克森,
3322,建舜電,
3323,加百裕,
3324,雙鴻,
3325,旭品,
3332,幸康,
3339,泰谷,
3354,律勝,
3357,臺慶科,
3360,尚立,
3362,先進光,
3363,上詮,
3372,典範,
3373,熱映,
3374,精材,
3379,彬台,
3388,崇越電,
3390,旭軟,
3402,漢科,
3426,台興,
3434,哲固,
3438,類比科,
3441,聯一光,
3444,利機,
3455,由田,
3465,進泰電子,
3466,致振,
3479,安勤,
3483,力致,
3484,崧騰,
3489,森寶,
3490,單井,
3491,昇達科,
3492,長盛,
3498,陽程,
3499,環天科,
3508,位速,
3511,矽瑪,
3512,皇龍,
3516,亞帝歐,
3520,華盈,
3521,鴻翊,
3522,御頂,
3523,迎輝,
3526,凡甲,
3527,聚積,
3529,力旺,
3531,先益,
3537,堡達,
3540,曜越,
3541,西柏,
3546,宇峻,
3548,兆利,
3551,世禾,
3552,同致,
3555,重鵬,
3556,禾瑞亞,
3558,神準,
3564,其陽,
3567,逸昌,
3570,大塚,
3577,泓格,
3580,友威科,
3581,博磊,
3587,閎康,
3594,磐儀,
3597,映興,
3609,東林,
3611,鼎翰,
3615,安可,
3623,富晶通,
3624,光頡,
3625,西勝,
3628,盈正,
3629,地心引力,
3630,新鉅科,
3631,晟楠,
3632,研勤,
3642,駿熠電,
3646,艾恩特,
3652,精聯,
3663,鑫科,
3664,安瑞-KY,
3666,光耀,
3672,康聯訊,
3675,德微,
3680,家登,
3684,榮昌,
3685,元創精密,
3687,歐買尬,
3689,湧德,
3691,碩禾,
3693,營邦,
3707,漢磊,
3709,鑫聯大投控,
3710,連展投控,
3713,新晶投控,
4102,永日,
4105,東洋,
4107,邦特,
4109,加捷生醫,
4111,濟生,
4113,聯上,
4114,健喬,
4116,明基醫,
4120,友華,
4121,優盛,
4123,晟德,
4126,太醫,
4127,天良,
4128,中天,
4129,聯合,
4130,健亞,
4131,晶宇,
4138,曜亞,
4139,馬光-KY,
4147,中裕,
4152,台微體,
4153,鈺緯,
4154,康樂-KY,
4157,太景*-KY,
4160,創源,
4161,聿新科,
4162,智擎,
4163,鐿鈦,
4167,松瑞藥,
4168,醣聯,
4171,瑞基,
4173,久裕,
4174,浩鼎,
4175,杏一,
4183,福永生技,
4188,安克,
4192,杏國,
4198,欣大健康,
4205,中華食,
4207,環泰,
4303,信立,
4304,勝昱,
4305,世坤,
4401,東隆興,
4402,福大,
4406,新昕纖,
4413,飛寶企業,
4416,三圓,
4417,金洲,
4419,元勝,
4420,光明,
4429,聚紡,
4430,耀億,
4432,銘旺實,
4433,興采,
4502,健信,
4503,金雨,
4506,崇友,
4510,高鋒,
4513,福裕,
4523,永彰,
4527,方土霖,
4528,江興鍛,
4529,淳紳,
4530,宏易,
4533,協易機,
4534,慶騰,
4535,至興,
4538,大詠城,
4541,晟田,
4542,科嶠,
4543,萬在,
4549,桓達,
4550,長佳,
4554,橙的,
4556,旭然,
4561,健椿,
4563,百德,
4568,科際精密,
4580,捷流閥業,
4609,唐鋒,
4702,中美實,
4706,大恭,
4707,磐亞,
4711,永純,
4712,南璋,
4714,永捷,
4716,大立,
4721,美琪瑪,
4726,永昕,
4728,雙美,
4729,熒茂,
4735,豪展,
4736,泰博,
4741,泓瀚,
4743,合一,
4744,皇將,
4745,合富-KY,
4747,強生,
4754,國碳科,
4760,勤凱,
4767,誠泰科技,
4803,VHQ-KY,
4804,大略-KY,
4806,昇華,
4903,聯光通,
4905,台聯電,
4907,富宇,
4908,前鼎,
4909,新復興,
4911,德英,
4924,欣厚-KY,
4931,新盛力,
4933,友輝,
4939,亞電,
4944,兆遠,
4945,陞達科技,
4946,辣椒,
4950,牧東,
4953,緯軟,
4966,譜瑞-KY,
4971,IET-KY,
4972,湯石照明,
4973,廣穎,
4974,亞泰,
4979,華星光,
4987,科誠,
4991,環宇-KY,
4995,晶達,
5009,榮剛,
5011,久陽,
5013,強新,
5014,建錩,
5015,華祺,
5016,松和,
5102,富強,
5201,凱衛,
5202,力新,
5205,中茂,
5206,坤悅,
5209,新鼎,
5210,寶碩,
5211,蒙恬,
5212,凌網,
5213,亞昕,
5220,萬達光電,
5223,安力-KY,
5227,立凱-KY,
5230,雷笛克光學,
5236,凌陽創新,
5245,智晶,
5251,天鉞電,
5263,智崴,
5272,笙科,
5274,信驊,
5276,達輝-KY,
5278,尚凡,
5281,大峽谷-KY,
5287,數字,
5289,宜鼎,
5291,邑昇,
5299,杰力,
5301,寶得利,
5302,太欣,
5306,桂盟,
5309,系統電,
5310,天剛,
5312,寶島科,
5314,世紀,
5315,光聯,
5321,友銓,
5324,士開,
5328,華容,
5340,建榮,
5344,立衛,
5345,天揚,
5347,世界,
5348,系通,
5351,鈺創,
5353,台林,
5355,佳總,
5356,協益,
5364,力麗店,
5371,中光電,
5381,合正,
5383,金利,
5386,青雲,
5392,應華,
5398,慕康生醫,
5403,中菲,
5410,國眾,
5425,台半,
5426,振發,
5432,達威,
5438,東友,
5439,高技,
5443,均豪,
5450,南良,
5452,佶優,
5455,昇益,
5457,宣德,
5460,同協,
5464,霖宏,
5465,富驊,
5468,凱鈺,
5474,聰泰,
5475,德宏,
5478,智冠,
5481,新華,
5483,中美晶,
5487,通泰,
5488,松普,
5489,彩富,
5490,同亨,
5493,三聯,
5498,凱崴,
5508,永信建,
5511,德昌,
5512,力麒,
5514,三豐,
5516,雙喜,
5520,力泰,
5523,豐謙,
5529,鉅陞,
5530,龍巖,
5536,聖暉,
5543,桓鼎-KY,
5601,台聯櫃,
5603,陸海,
5604,中連貨,
5609,中菲行,
5701,劍湖山,
5703,亞都,
5704,老爺知,
5820,日盛金,
5864,致和證,
5878,台名,
5902,德記,
5903,全家,
5904,寶雅,
5905,南仁湖,
6015,宏遠證,
6016,康和證,
6020,大展證,
6021,大慶證,
6023,元大期,
6026,福邦證,
6101,寬魚國際,
6103,合邦,
6104,創惟,
6109,亞元,
6111,大宇資,
6113,亞矽,
6114,久威,
6118,建達,
6121,新普,
6122,擎邦,
6123,上奇,
6124,業強,
6125,廣運,
6126,信音,
6127,九豪,
6129,普誠,
6130,星寶國際,
6134,萬旭,
6138,茂達,
6140,訊達,
6143,振曜,
6144,得利影,
6146,耕興,
6147,頎邦,
6148,驊宏資,
6150,撼訊,
6151,晉倫,
6154,順發,
6156,松上,
6158,禾昌,
6160,欣技,
6161,捷波,
6163,華電網,
6167,久正,
6169,昱泉,
6170,統振,
6171,亞銳士,
6173,信昌電,
6174,安碁,
6175,立敦,
6179,亞通,
6180,橘子,
6182,合晶,
6185,幃翔,
6186,新潤,
6187,萬潤,
6188,廣明,
6190,萬泰科,
6194,育富,
6195,詩肯,
6198,凌泰,
6199,天品,
6203,海韻電,
6204,艾華,
6207,雷科,
6208,日揚,
6210,慶生,
6212,理銘,
6217,中探針,
6218,豪勉,
6219,富旺,
6220,岳豐,
6221,晉泰,
6222,上揚,
6223,旺矽,
6227,茂綸,
6228,全譜,
6229,研通,
6231,系微,
6233,旺玖,
6234,高僑,
6236,康呈,
6237,驊訊,
6240,松崗,
6241,易通展,
6242,立康,
6244,茂迪,
6245,立端,
6246,臺龍,
6247,淇譽電,
6248,沛波,
6259,百徽,
6261,久元,
6263,普萊德,
6264,富裔,
6265,方土昶,
6266,泰詠,
6270,倍微,
6274,台燿,
6275,元山,
6276,安鈦克,
6279,胡連,
6284,佳邦,
6287,元隆,
6290,良維,
6291,沛亨,
6292,迅德,
6294,智基,
6404,通訊-KY,
6411,晶焱,
6417,韋僑,
6418,詠昇,
6419,京晨科,
6425,易發,
6432,今展科,
6435,大中,
6441,廣錠,
6446,藥華藥,
6457,紘康,
6461,益得,
6462,神盾,
6465,威潤,
6469,大樹,
6470,宇智,
6472,保瑞,
6482,弘煜科,
6485,點序,
6486,互動,
6488,環球晶,
6492,生華科,
6494,九齊,
6496,科懋,
6499,益安,
6506,雙邦,
6508,惠光,
6509,聚和,
6510,精測,
6512,啟發電,
6514,芮特-KY,
6516,勤崴國際,
6523,達爾膚,
6527,明達醫,
6530,創威,
6532,瑞耘,
6535,順藥,
6538,倉和,
6542,隆中,
6547,高端疫苗,
6548,長科*,
6556,勝品,
6560,欣普羅,
6561,是方,
6568,宏觀,
6569,醫揚,
6570,維田,
6574,霈方,
6576,逸達,
6577,勁豐,
6578,達邦蛋白,
6588,東典光電,
6589,台康生技,
6590,普鴻,
6593,台灣銘板,
6594,展匯科,
6596,寬宏藝術,
6603,富強鑫,
6609,瀧澤科,
6612,奈米醫材,
6613,朋億,
6615,慧智,
6616,特昇-KY,
6624,萬年清,
6629,泰金-KY,
6640,均華,
6642,富致,
6643,M31,
6649,台生材,
6651,全宇昕,
6654,天正國際,
6661,威健生技,
6662,樂斯科,
6664,群翊,
6667,信紘科,
6679,鈺太,
6680,鑫創電子,
6683,雍智科技,
6684,安格,
6690,安碁資訊,
6697,東捷資訊,
6703,軒郁,
6712,長聖,
6716,應廣,
6727,亞泰金屬,
6728,上洋,
6732,昇佳電子,
6733,博晟生醫,
6741,91APP*-KY,
6747,亨泰光,
6751,智聯服務,
6752,叡揚,
6762,達亞,
6767,台微醫,
6803,崑鼎,
7402,邑錡,
7556,意德士,
8024,佑華,
8027,鈦昇,
8032,光菱,
8034,榮群,
8038,長園科,
8040,九暘,
8042,金山電,
8043,蜜望實,
8044,網家,
8047,星雲,
8048,德勝,
8049,晶采,
8050,廣積,
8054,安國,
8059,凱碩,
8064,東捷,
8066,來思達,
8067,志旭,
8068,全達,
8069,元太,
8071,能率網通,
8074,鉅橡,
8076,伍豐,
8077,洛碁,
8080,永利聯合,
8083,瑞穎,
8084,巨虹,
8085,福華,
8086,宏捷科,
8087,華鎂鑫,
8088,品安,
8089,康全電訊,
8091,翔名,
8092,建暐,
8093,保銳,
8096,擎亞,
8097,常珵,
8099,大世科,
8107,大億金茂,
8109,博大,
8111,立碁,
8121,越峰,
8147,正淩,
8155,博智,
8171,天宇,
8176,智捷,
8182,加高,
8183,精星,
8234,新漢,
8240,華宏,
8255,朋程,
8277,商丞,
8279,生展,
8284,三竹,
8289,泰藝,
8291,尚茂,
8299,群聯,
8342,益張,
8349,恒耀,
8354,冠好,
8358,金居,
8383,千附,
8390,金益鼎,
8401,白紗科,
8403,盛弘,
8406,金可-KY,
8409,商之器,
8410,森田,
8415,大國鋼,
8416,實威,
8418,捷必勝-KY,
8420,明揚,
8421,旭源,
8423,保綠-KY,
8424,惠普,
8426,紅木-KY,
8431,匯鑽科,
8432,東生華,
8433,弘帆,
8435,鉅邁,
8436,大江,
8437,大地-KY,
8440,綠電,
8444,綠河-KY,
8446,華研,
8450,霹靂,
8455,大拓-KY,
8472,夠麻吉,
8476,台境,
8477,創業家,
8489,三貝德,
8905,裕國,
8906,花王,
8908,欣雄,
8916,光隆,
8917,欣泰,
8921,沈氏,
8923,時報,
8924,大田,
8927,北基,
8928,鉅明,
8929,富堡,
8930,青鋼,
8931,大汽電,
8932,宏大,
8933,愛地雅,
8935,邦泰,
8936,國統,
8937,合騏,
8938,明安,
8941,關中,
8942,森鉅,
9949,琉園,
9950,萬國通,
9951,皇田,
9960,邁達康,
9962,有益,
